date,vegetable,season,month,Temp,disaster,condition,Price
2024-04-01,raddish,summer,apr,32,no,fresh,60.0
2024-04-01,bitter gourd,summer,apr,32,no,average,28.8
2024-04-01,onion,summer,apr,32,no,average,14.4
2024-04-01,garlic,summer,apr,32,no,fresh,62.0
2024-04-01,cabbage,summer,apr,32,no,fresh,39.0
2024-04-01,cauliflower,summer,apr,32,no,average,72.8
2024-04-01,chilly,summer,apr,32,no,average,48.8
2024-04-01,okra,summer,apr,32,no,fresh,91.0
2024-04-01,brinjal,summer,apr,32,no,average,65.6
2024-04-01,ginger,summer,apr,32,no,average,64.0
2024-04-02,potato,summer,apr,32,no,fresh,54.0
2024-04-02,tomato,summer,apr,32,no,fresh,79.0
2024-04-02,peas,summer,apr,32,yes,fresh,70.8
2024-04-02,pumkin,summer,apr,32,no,fresh,39.0
2024-04-02,cucumber,summer,apr,32,no,fresh,100.0
2024-04-02,pointed gourd,summer,apr,32,no,fresh,71.0
2024-04-02,raddish,summer,apr,32,no,scrap,15.0
2024-04-02,bitter gourd,summer,apr,32,no,fresh,21.0
2024-04-02,onion,summer,apr,32,no,fresh,66.0
2024-04-02,garlic,summer,apr,32,no,fresh,18.0
2024-04-02,cabbage,summer,apr,32,no,fresh,49.0
2024-04-02,cauliflower,summer,apr,32,yes,fresh,80.4
2024-04-02,chilly,summer,apr,32,no,average,36.8
2024-04-02,okra,summer,apr,32,no,average,71.2
2024-04-02,brinjal,summer,apr,32,no,average,73.6
2024-04-02,ginger,summer,apr,32,yes,average,29.76
2024-04-03,potato,summer,apr,32,yes,scrap,27.0
2024-04-03,tomato,summer,apr,32,no,fresh,35.0
2024-04-03,peas,summer,apr,32,no,fresh,75.0
2024-04-03,pumkin,summer,apr,32,no,scrap,42.0
2024-04-03,cucumber,summer,apr,32,no,fresh,91.0
2024-04-03,pointed gourd,summer,apr,32,no,fresh,71.0
2024-04-03,raddish,summer,apr,32,no,average,50.4
2024-04-03,bitter gourd,summer,apr,32,yes,fresh,26.4
2024-04-03,onion,summer,apr,32,no,fresh,10.0
2024-04-03,garlic,summer,apr,32,no,average,64.0
2024-04-03,cabbage,summer,apr,32,no,fresh,57.0
2024-04-03,cauliflower,summer,apr,32,no,fresh,31.0
2024-04-03,chilly,summer,apr,32,yes,fresh,13.2
2024-04-03,okra,summer,apr,32,no,fresh,100.0
2024-04-03,brinjal,summer,apr,32,no,average,16.8
2024-04-03,ginger,summer,apr,32,no,fresh,71.0
2024-04-04,potato,summer,apr,32,no,fresh,85.0
2024-04-04,tomato,summer,apr,32,no,fresh,48.0
2024-04-04,peas,summer,apr,32,no,fresh,89.0
2024-04-04,pumkin,summer,apr,32,no,fresh,16.0
2024-04-04,cucumber,summer,apr,32,yes,fresh,111.6
2024-04-04,pointed gourd,summer,apr,32,no,average,64.8
2024-04-04,raddish,summer,apr,32,no,fresh,17.0
2024-04-04,bitter gourd,summer,apr,32,no,fresh,49.0
2024-04-04,onion,summer,apr,32,no,fresh,45.0
2024-04-04,garlic,summer,apr,32,no,fresh,93.0
2024-04-04,cabbage,summer,apr,32,no,fresh,49.0
2024-04-04,cauliflower,summer,apr,32,yes,fresh,62.4
2024-04-04,chilly,summer,apr,32,no,fresh,88.0
2024-04-04,okra,summer,apr,32,no,fresh,40.0
2024-04-04,brinjal,summer,apr,32,no,fresh,65.0
2024-04-04,ginger,summer,apr,32,no,fresh,82.0
2024-04-05,potato,summer,apr,32,no,fresh,48.0
2024-04-05,tomato,summer,apr,32,no,fresh,95.0
2024-04-05,peas,summer,apr,32,no,fresh,97.0
2024-04-05,pumkin,summer,apr,32,no,fresh,30.0
2024-04-05,cucumber,summer,apr,32,no,fresh,54.0
2024-04-05,pointed gourd,summer,apr,32,no,fresh,11.0
2024-04-05,raddish,summer,apr,32,no,fresh,76.0
2024-04-05,bitter gourd,summer,apr,32,no,fresh,46.0
2024-04-05,onion,summer,apr,32,yes,average,32.64
2024-04-05,garlic,summer,apr,32,no,fresh,25.0
2024-04-05,cabbage,summer,apr,32,no,fresh,68.0
2024-04-05,cauliflower,summer,apr,32,no,average,56.0
2024-04-05,chilly,summer,apr,32,no,fresh,34.0
2024-04-05,okra,summer,apr,32,no,fresh,86.0
2024-04-05,brinjal,summer,apr,32,no,fresh,41.0
2024-04-05,ginger,summer,apr,32,no,fresh,85.0
2024-04-06,potato,summer,apr,32,no,average,25.6
2024-04-06,tomato,summer,apr,32,no,fresh,89.0
2024-04-06,peas,summer,apr,32,no,fresh,12.0
2024-04-06,pumkin,summer,apr,32,no,fresh,45.0
2024-04-06,cucumber,summer,apr,32,no,fresh,12.0
2024-04-06,pointed gourd,summer,apr,32,no,fresh,37.0
2024-04-06,raddish,summer,apr,32,no,scrap,32.0
2024-04-06,bitter gourd,summer,apr,32,no,fresh,93.0
2024-04-06,onion,summer,apr,32,no,average,30.4
2024-04-06,garlic,summer,apr,32,no,fresh,67.0
2024-04-06,cabbage,summer,apr,32,no,fresh,67.0
2024-04-06,cauliflower,summer,apr,32,no,fresh,15.0
2024-04-06,chilly,summer,apr,32,no,fresh,18.0
2024-04-06,okra,summer,apr,32,no,average,52.0
2024-04-06,brinjal,summer,apr,32,no,fresh,72.0
2024-04-06,ginger,summer,apr,32,no,fresh,70.0
2024-04-07,potato,summer,apr,32,no,fresh,51.0
2024-04-07,tomato,summer,apr,32,no,fresh,62.0
2024-04-07,peas,summer,apr,32,no,fresh,51.0
2024-04-07,pumkin,summer,apr,32,no,fresh,40.0
2024-04-07,cucumber,summer,apr,32,no,average,63.2
2024-04-07,pointed gourd,summer,apr,32,no,fresh,82.0
2024-04-07,raddish,summer,apr,32,no,fresh,41.0
2024-04-07,bitter gourd,summer,apr,32,no,average,22.4
2024-04-07,onion,summer,apr,32,no,fresh,13.0
2024-04-07,garlic,summer,apr,32,no,fresh,84.0
2024-04-07,cabbage,summer,apr,32,no,fresh,52.0
2024-04-07,cauliflower,summer,apr,32,no,fresh,66.0
2024-04-07,chilly,summer,apr,32,no,average,32.8
2024-04-07,okra,summer,apr,32,no,fresh,40.0
2024-04-07,brinjal,summer,apr,32,no,average,37.6
2024-04-07,ginger,summer,apr,32,no,fresh,38.0
2024-04-08,potato,summer,apr,32,no,average,34.4
2024-04-08,tomato,summer,apr,32,no,fresh,30.0
2024-04-08,peas,summer,apr,32,no,average,33.6
2024-04-08,pumkin,summer,apr,32,no,fresh,31.0
2024-04-08,cucumber,summer,apr,32,no,fresh,49.0
2024-04-08,pointed gourd,summer,apr,32,no,fresh,32.0
2024-04-08,raddish,summer,apr,32,no,fresh,98.0
2024-04-08,bitter gourd,summer,apr,32,no,fresh,73.0
2024-04-08,onion,summer,apr,32,yes,average,10.56
2024-04-08,garlic,summer,apr,32,no,fresh,28.0
2024-04-08,cabbage,summer,apr,32,no,fresh,68.0
2024-04-08,cauliflower,summer,apr,32,yes,fresh,54.0
2024-04-08,chilly,summer,apr,32,no,fresh,27.0
2024-04-08,okra,summer,apr,32,no,fresh,37.0
2024-04-08,brinjal,summer,apr,32,no,scrap,34.0
2024-04-08,ginger,summer,apr,32,no,fresh,40.0
2024-04-09,potato,summer,apr,32,no,fresh,70.0
2024-04-09,tomato,summer,apr,32,no,average,19.2
2024-04-09,peas,summer,apr,32,no,average,29.6
2024-04-09,pumkin,summer,apr,32,no,fresh,85.0
2024-04-09,cucumber,summer,apr,32,no,fresh,61.0
2024-04-09,pointed gourd,summer,apr,32,yes,fresh,117.6
2024-04-09,raddish,summer,apr,32,yes,fresh,73.2
2024-04-09,bitter gourd,summer,apr,32,no,fresh,29.0
2024-04-09,onion,summer,apr,32,no,average,27.2
2024-04-09,garlic,summer,apr,32,no,fresh,31.0
2024-04-09,cabbage,summer,apr,32,no,scrap,10.0
2024-04-09,cauliflower,summer,apr,32,no,fresh,76.0
2024-04-09,chilly,summer,apr,32,no,fresh,92.0
2024-04-09,okra,summer,apr,32,no,fresh,58.0
2024-04-09,brinjal,summer,apr,32,no,fresh,24.0
2024-04-09,ginger,summer,apr,32,no,average,44.8
2024-04-10,potato,summer,apr,32,no,average,12.8
2024-04-10,tomato,summer,apr,32,no,scrap,20.0
2024-04-10,peas,summer,apr,32,no,fresh,77.0
2024-04-10,pumkin,summer,apr,32,yes,average,72.0
2024-04-10,cucumber,summer,apr,32,no,average,30.4
2024-04-10,pointed gourd,summer,apr,32,no,average,36.0
2024-04-10,raddish,summer,apr,32,no,fresh,41.0
2024-04-10,bitter gourd,summer,apr,32,no,fresh,44.0
2024-04-10,onion,summer,apr,32,no,fresh,48.0
2024-04-10,garlic,summer,apr,32,yes,fresh,110.4
2024-04-10,cabbage,summer,apr,32,no,fresh,35.0
2024-04-10,cauliflower,summer,apr,32,no,fresh,34.0
2024-04-10,chilly,summer,apr,32,no,fresh,31.0
2024-04-10,okra,summer,apr,32,no,fresh,43.0
2024-04-10,brinjal,summer,apr,32,no,fresh,76.0
2024-04-10,ginger,summer,apr,32,no,scrap,18.0
2024-04-11,potato,summer,apr,32,no,fresh,26.0
2024-04-11,tomato,summer,apr,32,no,scrap,8.5
2024-04-11,peas,summer,apr,32,no,fresh,55.0
2024-04-11,pumkin,summer,apr,32,yes,average,49.92
2024-04-11,cucumber,summer,apr,32,no,average,62.4
2024-04-11,pointed gourd,summer,apr,32,yes,fresh,54.0
2024-04-11,raddish,summer,apr,32,no,fresh,15.0
2024-04-11,bitter gourd,summer,apr,32,no,fresh,82.0
2024-04-11,onion,summer,apr,32,no,average,76.0
2024-04-11,garlic,summer,apr,32,no,average,60.0
2024-04-11,cabbage,summer,apr,32,no,fresh,99.0
2024-04-11,cauliflower,summer,apr,32,no,fresh,58.0
2024-04-11,chilly,summer,apr,32,no,fresh,75.0
2024-04-11,okra,summer,apr,32,no,average,45.6
2024-04-11,brinjal,summer,apr,32,no,scrap,29.0
2024-04-11,ginger,summer,apr,32,yes,fresh,85.2
2024-04-12,potato,summer,apr,32,yes,fresh,69.6
2024-04-12,tomato,summer,apr,32,no,average,46.4
2024-04-12,peas,summer,apr,32,no,scrap,14.5
2024-04-12,pumkin,summer,apr,32,no,fresh,46.0
2024-04-12,cucumber,summer,apr,32,yes,scrap,9.0
2024-04-12,pointed gourd,summer,apr,32,no,scrap,15.0
2024-04-12,raddish,summer,apr,32,no,scrap,36.0
2024-04-12,bitter gourd,summer,apr,32,no,fresh,60.0
2024-04-12,onion,summer,apr,32,no,fresh,27.0
2024-04-12,garlic,summer,apr,32,no,fresh,81.0
2024-04-12,cabbage,summer,apr,32,no,fresh,57.0
2024-04-12,cauliflower,summer,apr,32,no,fresh,30.0
2024-04-12,chilly,summer,apr,32,no,fresh,45.0
2024-04-12,okra,summer,apr,32,no,fresh,31.0
2024-04-12,brinjal,summer,apr,32,no,scrap,22.0
2024-04-12,ginger,summer,apr,32,no,fresh,68.0
2024-04-13,potato,summer,apr,32,no,fresh,30.0
2024-04-13,tomato,summer,apr,32,no,average,58.4
2024-04-13,peas,summer,apr,32,yes,scrap,26.4
2024-04-13,pumkin,summer,apr,32,yes,fresh,103.2
2024-04-13,cucumber,summer,apr,32,no,fresh,86.0
2024-04-13,pointed gourd,summer,apr,32,no,fresh,63.0
2024-04-13,raddish,summer,apr,32,no,fresh,64.0
2024-04-13,bitter gourd,summer,apr,32,no,average,48.8
2024-04-13,onion,summer,apr,32,yes,average,48.0
2024-04-13,garlic,summer,apr,32,yes,average,54.72
2024-04-13,cabbage,summer,apr,32,no,fresh,24.0
2024-04-13,cauliflower,summer,apr,32,no,average,72.0
2024-04-13,chilly,summer,apr,32,no,average,32.0
2024-04-13,okra,summer,apr,32,yes,fresh,117.6
2024-04-13,brinjal,summer,apr,32,no,fresh,85.0
2024-04-13,ginger,summer,apr,32,no,fresh,43.0
2024-04-14,potato,summer,apr,32,no,fresh,54.0
2024-04-14,tomato,summer,apr,32,no,scrap,22.0
2024-04-14,peas,summer,apr,32,no,fresh,91.0
2024-04-14,pumkin,summer,apr,32,no,fresh,25.0
2024-04-14,cucumber,summer,apr,32,no,average,15.2
2024-04-14,pointed gourd,summer,apr,32,no,fresh,38.0
2024-04-14,raddish,summer,apr,32,no,fresh,61.0
2024-04-14,bitter gourd,summer,apr,32,yes,fresh,19.2
2024-04-14,onion,summer,apr,32,no,fresh,37.0
2024-04-14,garlic,summer,apr,32,no,fresh,55.0
2024-04-14,cabbage,summer,apr,32,no,average,18.4
2024-04-14,cauliflower,summer,apr,32,no,fresh,63.0
2024-04-14,chilly,summer,apr,32,yes,fresh,46.8
2024-04-14,okra,summer,apr,32,no,fresh,27.0
2024-04-14,brinjal,summer,apr,32,no,fresh,84.0
2024-04-14,ginger,summer,apr,32,no,fresh,90.0
2024-04-15,potato,summer,apr,32,no,fresh,70.0
2024-04-15,tomato,summer,apr,32,no,fresh,48.0
2024-04-15,peas,summer,apr,32,yes,fresh,36.0
2024-04-15,pumkin,summer,apr,32,no,fresh,85.0
2024-04-15,cucumber,summer,apr,32,no,fresh,97.0
2024-04-15,pointed gourd,summer,apr,32,no,scrap,8.5
2024-04-15,raddish,summer,apr,32,no,fresh,68.0
2024-04-15,bitter gourd,summer,apr,32,yes,fresh,24.0
2024-04-15,onion,summer,apr,32,no,average,9.6
2024-04-15,garlic,summer,apr,32,yes,fresh,51.6
2024-04-15,cabbage,summer,apr,32,no,average,65.6
2024-04-15,cauliflower,summer,apr,32,no,fresh,90.0
2024-04-15,chilly,summer,apr,32,no,fresh,21.0
2024-04-15,okra,summer,apr,32,yes,fresh,112.8
2024-04-15,brinjal,summer,apr,32,no,fresh,13.0
2024-04-15,ginger,summer,apr,32,no,fresh,81.0
2024-04-16,potato,summer,apr,32,no,fresh,92.0
2024-04-16,tomato,summer,apr,32,no,fresh,53.0
2024-04-16,peas,summer,apr,32,no,fresh,51.0
2024-04-16,pumkin,summer,apr,32,no,fresh,73.0
2024-04-16,cucumber,summer,apr,32,yes,fresh,32.4
2024-04-16,pointed gourd,summer,apr,32,no,fresh,56.0
2024-04-16,raddish,summer,apr,32,no,fresh,49.0
2024-04-16,bitter gourd,summer,apr,32,no,fresh,24.0
2024-04-16,onion,summer,apr,32,no,fresh,74.0
2024-04-16,garlic,summer,apr,32,no,scrap,50.0
2024-04-16,cabbage,summer,apr,32,yes,fresh,49.2
2024-04-16,cauliflower,summer,apr,32,no,fresh,24.0
2024-04-16,chilly,summer,apr,32,no,fresh,71.0
2024-04-16,okra,summer,apr,32,no,fresh,46.0
2024-04-16,brinjal,summer,apr,32,no,fresh,30.0
2024-04-16,ginger,summer,apr,32,yes,average,16.32
2024-04-17,potato,summer,apr,32,no,average,71.2
2024-04-17,tomato,summer,apr,32,no,scrap,32.0
2024-04-17,peas,summer,apr,32,no,fresh,89.0
2024-04-17,pumkin,summer,apr,32,no,fresh,69.0
2024-04-17,cucumber,summer,apr,32,no,fresh,12.0
2024-04-17,pointed gourd,summer,apr,32,no,fresh,15.0
2024-04-17,raddish,summer,apr,32,no,scrap,37.0
2024-04-17,bitter gourd,summer,apr,32,no,fresh,23.0
2024-04-17,onion,summer,apr,32,no,average,43.2
2024-04-17,garlic,summer,apr,32,no,average,56.0
2024-04-17,cabbage,summer,apr,32,no,fresh,85.0
2024-04-17,cauliflower,summer,apr,32,no,fresh,50.0
2024-04-17,chilly,summer,apr,32,no,fresh,57.0
2024-04-17,okra,summer,apr,32,no,average,76.0
2024-04-17,brinjal,summer,apr,32,no,scrap,20.0
2024-04-17,ginger,summer,apr,32,yes,fresh,99.6
2024-04-18,potato,summer,apr,32,no,average,44.8
2024-04-18,tomato,summer,apr,32,no,average,39.2
2024-04-18,peas,summer,apr,32,no,fresh,46.0
2024-04-18,pumkin,summer,apr,32,yes,fresh,82.8
2024-04-18,cucumber,summer,apr,32,no,fresh,80.0
2024-04-18,pointed gourd,summer,apr,32,no,average,37.6
2024-04-18,raddish,summer,apr,32,yes,fresh,75.6
2024-04-18,bitter gourd,summer,apr,32,no,fresh,86.0
2024-04-18,onion,summer,apr,32,no,fresh,28.0
2024-04-18,garlic,summer,apr,32,no,fresh,20.0
2024-04-18,cabbage,summer,apr,32,no,fresh,94.0
2024-04-18,cauliflower,summer,apr,32,no,average,24.8
2024-04-18,chilly,summer,apr,32,no,fresh,62.0
2024-04-18,okra,summer,apr,32,no,fresh,16.0
2024-04-18,brinjal,summer,apr,32,no,fresh,69.0
2024-04-18,ginger,summer,apr,32,no,fresh,79.0
2024-04-19,potato,summer,apr,32,no,fresh,66.0
2024-04-19,tomato,summer,apr,32,no,fresh,99.0
2024-04-19,peas,summer,apr,32,no,fresh,20.0
2024-04-19,pumkin,summer,apr,32,no,fresh,72.0
2024-04-19,cucumber,summer,apr,32,no,average,59.2
2024-04-19,pointed gourd,summer,apr,32,no,fresh,78.0
2024-04-19,raddish,summer,apr,32,no,fresh,47.0
2024-04-19,bitter gourd,summer,apr,32,no,fresh,59.0
2024-04-19,onion,summer,apr,32,no,fresh,28.0
2024-04-19,garlic,summer,apr,32,no,average,18.4
2024-04-19,cabbage,summer,apr,32,no,fresh,63.0
2024-04-19,cauliflower,summer,apr,32,no,fresh,61.0
2024-04-19,chilly,summer,apr,32,no,fresh,89.0
2024-04-19,okra,summer,apr,32,yes,fresh,87.6
2024-04-19,brinjal,summer,apr,32,no,fresh,32.0
2024-04-19,ginger,summer,apr,32,no,fresh,63.0
2024-04-20,potato,summer,apr,32,no,fresh,73.0
2024-04-20,tomato,summer,apr,32,no,fresh,39.0
2024-04-20,peas,summer,apr,32,no,fresh,28.0
2024-04-20,pumkin,summer,apr,32,no,fresh,63.0
2024-04-20,cucumber,summer,apr,32,no,fresh,69.0
2024-04-20,pointed gourd,summer,apr,32,no,fresh,63.0
2024-04-20,raddish,summer,apr,32,yes,average,65.28
2024-04-20,bitter gourd,summer,apr,32,yes,fresh,51.6
2024-04-20,onion,summer,apr,32,no,scrap,16.0
2024-04-20,garlic,summer,apr,32,yes,average,31.68
2024-04-20,cabbage,summer,apr,32,no,fresh,20.0
2024-04-20,cauliflower,summer,apr,32,yes,fresh,80.4
2024-04-20,chilly,summer,apr,32,no,fresh,93.0
2024-04-20,okra,summer,apr,32,no,fresh,12.0
2024-04-20,brinjal,summer,apr,32,no,fresh,20.0
2024-04-20,ginger,summer,apr,32,yes,fresh,96.0
2024-04-21,potato,summer,apr,32,no,average,20.0
2024-04-21,tomato,summer,apr,32,no,average,21.6
2024-04-21,peas,summer,apr,32,no,fresh,68.0
2024-04-21,pumkin,summer,apr,32,yes,fresh,105.6
2024-04-21,cucumber,summer,apr,32,no,scrap,34.0
2024-04-21,pointed gourd,summer,apr,32,no,fresh,33.0
2024-04-21,raddish,summer,apr,32,no,scrap,20.5
2024-04-21,bitter gourd,summer,apr,32,no,fresh,83.0
2024-04-21,onion,summer,apr,32,no,scrap,30.5
2024-04-21,garlic,summer,apr,32,no,average,36.8
2024-04-21,cabbage,summer,apr,32,no,scrap,18.5
2024-04-21,cauliflower,summer,apr,32,no,fresh,63.0
2024-04-21,chilly,summer,apr,32,no,fresh,33.0
2024-04-21,okra,summer,apr,32,no,fresh,46.0
2024-04-21,brinjal,summer,apr,32,no,average,61.6
2024-04-21,ginger,summer,apr,32,no,scrap,6.5
2024-04-22,potato,summer,apr,32,yes,scrap,50.4
2024-04-22,tomato,summer,apr,32,yes,scrap,36.0
2024-04-22,peas,summer,apr,32,no,fresh,18.0
2024-04-22,pumkin,summer,apr,32,no,fresh,72.0
2024-04-22,cucumber,summer,apr,32,no,fresh,68.0
2024-04-22,pointed gourd,summer,apr,32,no,fresh,31.0
2024-04-22,raddish,summer,apr,32,no,fresh,76.0
2024-04-22,bitter gourd,summer,apr,32,no,fresh,10.0
2024-04-22,onion,summer,apr,32,no,fresh,77.0
2024-04-22,garlic,summer,apr,32,no,fresh,93.0
2024-04-22,cabbage,summer,apr,32,no,fresh,48.0
2024-04-22,cauliflower,summer,apr,32,no,fresh,48.0
2024-04-22,chilly,summer,apr,32,no,average,25.6
2024-04-22,okra,summer,apr,32,no,fresh,32.0
2024-04-22,brinjal,summer,apr,32,no,fresh,11.0
2024-04-22,ginger,summer,apr,32,no,fresh,51.0
2024-04-23,potato,summer,apr,32,no,fresh,19.0
2024-04-23,tomato,summer,apr,32,no,average,45.6
2024-04-23,peas,summer,apr,32,no,fresh,38.0
2024-04-23,pumkin,summer,apr,32,no,fresh,59.0
2024-04-23,cucumber,summer,apr,32,yes,average,69.12
2024-04-23,pointed gourd,summer,apr,32,no,fresh,47.0
2024-04-23,raddish,summer,apr,32,no,fresh,68.0
2024-04-23,bitter gourd,summer,apr,32,no,fresh,99.0
2024-04-23,onion,summer,apr,32,no,fresh,24.0
2024-04-23,garlic,summer,apr,32,no,average,22.4
2024-04-23,cabbage,summer,apr,32,no,fresh,83.0
2024-04-23,cauliflower,summer,apr,32,no,average,40.0
2024-04-23,chilly,summer,apr,32,no,fresh,94.0
2024-04-23,okra,summer,apr,32,no,fresh,69.0
2024-04-23,brinjal,summer,apr,32,no,fresh,47.0
2024-04-23,ginger,summer,apr,32,yes,scrap,33.0
2024-04-24,potato,summer,apr,32,no,fresh,29.0
2024-04-24,tomato,summer,apr,32,no,fresh,100.0
2024-04-24,peas,summer,apr,32,no,fresh,100.0
2024-04-24,pumkin,summer,apr,32,yes,fresh,54.0
2024-04-24,cucumber,summer,apr,32,no,fresh,34.0
2024-04-24,pointed gourd,summer,apr,32,no,fresh,95.0
2024-04-24,raddish,summer,apr,32,no,fresh,71.0
2024-04-24,bitter gourd,summer,apr,32,no,fresh,46.0
2024-04-24,onion,summer,apr,32,no,fresh,13.0
2024-04-24,garlic,summer,apr,32,no,fresh,57.0
2024-04-24,cabbage,summer,apr,32,no,fresh,24.0
2024-04-24,cauliflower,summer,apr,32,no,average,52.8
2024-04-24,chilly,summer,apr,32,no,fresh,80.0
2024-04-24,okra,summer,apr,32,no,fresh,73.0
2024-04-24,brinjal,summer,apr,32,no,fresh,73.0
2024-04-24,ginger,summer,apr,32,no,scrap,8.0
2024-04-25,potato,summer,apr,32,no,average,74.4
2024-04-25,tomato,summer,apr,32,no,fresh,60.0
2024-04-25,peas,summer,apr,32,no,fresh,72.0
2024-04-25,pumkin,summer,apr,32,no,average,68.8
2024-04-25,cucumber,summer,apr,32,no,fresh,75.0
2024-04-25,pointed gourd,summer,apr,32,no,fresh,71.0
2024-04-25,raddish,summer,apr,32,no,fresh,35.0
2024-04-25,bitter gourd,summer,apr,32,no,fresh,89.0
2024-04-25,onion,summer,apr,32,no,fresh,74.0
2024-04-25,garlic,summer,apr,32,no,fresh,42.0
2024-04-25,cabbage,summer,apr,32,yes,fresh,120.0
2024-04-25,cauliflower,summer,apr,32,no,fresh,24.0
2024-04-25,chilly,summer,apr,32,no,fresh,21.0
2024-04-25,okra,summer,apr,32,no,fresh,99.0
2024-04-25,brinjal,summer,apr,32,no,fresh,57.0
2024-04-25,ginger,summer,apr,32,no,average,32.0
2024-04-26,potato,summer,apr,32,no,fresh,81.0
2024-04-26,tomato,summer,apr,32,no,average,37.6
2024-04-26,peas,summer,apr,32,no,average,61.6
2024-04-26,pumkin,summer,apr,32,no,average,29.6
2024-04-26,cucumber,summer,apr,32,no,average,11.2
2024-04-26,pointed gourd,summer,apr,32,no,scrap,18.5
2024-04-26,raddish,summer,apr,32,no,fresh,36.0
2024-04-26,bitter gourd,summer,apr,32,no,fresh,28.0
2024-04-26,onion,summer,apr,32,no,fresh,13.0
2024-04-26,garlic,summer,apr,32,no,fresh,14.0
2024-04-26,cabbage,summer,apr,32,no,fresh,73.0
2024-04-26,cauliflower,summer,apr,32,no,fresh,35.0
2024-04-26,chilly,summer,apr,32,no,fresh,100.0
2024-04-26,okra,summer,apr,32,yes,fresh,32.4
2024-04-26,brinjal,summer,apr,32,no,fresh,81.0
2024-04-26,ginger,summer,apr,32,no,fresh,90.0
2024-04-27,potato,summer,apr,32,no,fresh,43.0
2024-04-27,tomato,summer,apr,32,yes,fresh,118.8
2024-04-27,peas,summer,apr,32,no,fresh,92.0
2024-04-27,pumkin,summer,apr,32,no,fresh,15.0
2024-04-27,cucumber,summer,apr,32,no,fresh,96.0
2024-04-27,pointed gourd,summer,apr,32,no,fresh,15.0
2024-04-27,raddish,summer,apr,32,no,fresh,30.0
2024-04-27,bitter gourd,summer,apr,32,yes,average,14.4
2024-04-27,onion,summer,apr,32,no,average,28.8
2024-04-27,garlic,summer,apr,32,no,fresh,85.0
2024-04-27,cabbage,summer,apr,32,no,fresh,26.0
2024-04-27,cauliflower,summer,apr,32,no,average,28.8
2024-04-27,chilly,summer,apr,32,no,fresh,33.0
2024-04-27,okra,summer,apr,32,yes,fresh,49.2
2024-04-27,brinjal,summer,apr,32,yes,fresh,92.4
2024-04-27,ginger,summer,apr,32,no,average,28.0
2024-04-28,potato,summer,apr,32,no,fresh,89.0
2024-04-28,tomato,summer,apr,32,no,fresh,81.0
2024-04-28,peas,summer,apr,32,yes,fresh,108.0
2024-04-28,pumkin,summer,apr,32,no,fresh,59.0
2024-04-28,cucumber,summer,apr,32,no,fresh,85.0
2024-04-28,pointed gourd,summer,apr,32,no,fresh,25.0
2024-04-28,raddish,summer,apr,32,no,fresh,22.0
2024-04-28,bitter gourd,summer,apr,32,no,scrap,17.0
2024-04-28,onion,summer,apr,32,no,fresh,86.0
2024-04-28,garlic,summer,apr,32,yes,fresh,85.2
2024-04-28,cabbage,summer,apr,32,no,scrap,10.5
2024-04-28,cauliflower,summer,apr,32,no,scrap,19.0
2024-04-28,chilly,summer,apr,32,yes,average,91.2
2024-04-28,okra,summer,apr,32,no,scrap,21.5
2024-04-28,brinjal,summer,apr,32,no,fresh,28.0
2024-04-28,ginger,summer,apr,32,no,fresh,10.0
2024-04-29,potato,summer,apr,32,no,fresh,21.0
2024-04-29,tomato,summer,apr,32,no,fresh,80.0
2024-04-29,peas,summer,apr,32,no,scrap,13.5
2024-04-29,pumkin,summer,apr,32,no,average,8.8
2024-04-29,cucumber,summer,apr,32,no,fresh,92.0
2024-04-29,pointed gourd,summer,apr,32,no,fresh,15.0
2024-04-29,raddish,summer,apr,32,no,fresh,76.0
2024-04-29,bitter gourd,summer,apr,32,no,fresh,64.0
2024-04-29,onion,summer,apr,32,no,fresh,70.0
2024-04-29,garlic,summer,apr,32,no,fresh,12.0
2024-04-29,cabbage,summer,apr,32,no,fresh,11.0
2024-04-29,cauliflower,summer,apr,32,yes,fresh,58.8
2024-04-29,chilly,summer,apr,32,no,fresh,79.0
2024-04-29,okra,summer,apr,32,yes,average,12.48
2024-04-29,brinjal,summer,apr,32,no,fresh,46.0
2024-04-29,ginger,summer,apr,32,yes,scrap,25.8
2024-04-30,potato,summer,apr,32,no,fresh,61.0
2024-04-30,tomato,summer,apr,32,no,fresh,22.0
2024-04-30,peas,summer,apr,32,no,average,28.8
2024-04-30,pumkin,summer,apr,32,no,fresh,50.0
2024-04-30,cucumber,summer,apr,32,no,average,29.6
2024-04-30,pointed gourd,summer,apr,32,yes,average,79.68
2024-04-30,raddish,summer,apr,32,yes,fresh,12.0
2024-04-30,bitter gourd,summer,apr,32,no,fresh,31.0
2024-04-30,onion,summer,apr,32,no,fresh,25.0
2024-04-30,garlic,summer,apr,32,no,average,80.0
2024-04-30,cabbage,summer,apr,32,no,average,12.8
2024-04-30,cauliflower,summer,apr,32,yes,fresh,33.6
2024-04-30,chilly,summer,apr,32,yes,scrap,42.0
2024-04-30,okra,summer,apr,32,no,average,65.6
2024-04-30,brinjal,summer,apr,32,yes,fresh,36.0
2024-04-30,ginger,summer,apr,32,yes,fresh,93.6
2024-05-01,potato,summer,may,35,no,fresh,96.0
2024-05-01,tomato,summer,may,35,no,average,52.8
2024-05-01,peas,summer,may,35,no,scrap,28.5
2024-05-01,pumkin,summer,may,35,no,scrap,5.5
